indicator_id,indicator_type,indicator_value,threat_name,threat_actor,confidence,severity
IOC0305,File Hash (SHA256),49a0d6e44a3fe44d5ba88995322990d20683b2c2741c871a4000ec42062ce244,Data Exfiltration,Hive,High,Medium
IOC0306,Email Address,security138@cloud-3537.xyz,Data Exfiltration,DarkSide,Critical,High
IOC0307,IP Address,28.151.139.110,Phishing Campaign,Unknown,Medium,Medium
IOC0308,IP Address,60.44.185.42,Credential Stuffing Campaign,Unknown,Medium,High
IOC0309,Domain,cdn-1467.net,Web Shell,DarkSide,High,Medium
IOC0310,Email Address,admin485@cdn-8696.info,Supply Chain Compromise,Unknown,Medium,High
IOC0311,File Hash (SHA256),2606f2f5a6d5d8d7a2495b44334a1b7a9c3af5a6529ca64650908e7f55a31c51,Credential Stuffing Campaign,TrickBot,Medium,Critical
IOC0312,Email Address,billing186@cloud-1247.info,Credential Stuffing Campaign,Unknown,High,High
IOC0313,IP Address,198.105.117.48,Data Exfiltration,Kinsing,Medium,High
IOC0314,Email Address,billing163@cloud-1857.xyz,Backdoor,Lazarus Group,Low,High
IOC0315,Email Address,billing925@secure-512.xyz,Trojan,Unknown,High,High
IOC0316,URL,http://update-3631.xyz/api/v1/payload.bin,Credential Stuffing Campaign,Unknown,Critical,Medium
IOC0317,IP Address,41.95.153.158,Botnet Recruitment,Unknown,Medium,Low
IOC0318,IP Address,28.241.105.165,Credential Stuffing Campaign,Unknown,High,High
IOC0319,IP Address,58.213.29.78,Backdoor,FIN7,Low,High
IOC0320,IP Address,108.31.83.10,Cryptominer,Unknown,High,Medium
IOC0321,IP Address,160.127.238.123,DDoS Botnet,TeamTNT,Medium,High
IOC0322,File Hash (SHA256),c58820f6cd171e48db730faa708a1e239206d5e161dedbe14e9cfe89a398e558,Botnet Recruitment,Conti,High,Medium
IOC0323,IP Address,66.232.3.117,DDoS Botnet,TeamTNT,Medium,Low
IOC0324,Domain,login-948.com,Supply Chain Compromise,Unknown,Medium,Low
IOC0325,Domain,secure-3343.com,Phishing Campaign,APT29,Medium,High
IOC0326,File Hash (SHA256),c2e4b17adb74d8c153bac98ea4d88666705a51961533ade58464ce3605ffc03b,Trojan,LockBit,Critical,Low
IOC0327,Domain,secure-4795.net,Supply Chain Compromise,Unknown,Low,High
IOC0328,IP Address,156.225.224.175,Supply Chain Compromise,Unknown,Medium,Critical
IOC0329,Domain,update-9462.com,Web Shell,Conti,Low,High
IOC0330,IP Address,76.39.34.238,DDoS Botnet,APT29,Medium,Critical
IOC0331,URL,http://cdn-5459.com/api/v1/payload.bin,Botnet Recruitment,Unknown,Low,Medium
IOC0332,IP Address,210.20.164.197,Credential Stuffing Campaign,FIN7,Medium,Critical
IOC0333,File Hash (SHA256),cee698771adcbcfae7d27a52a86b934da55ca3ef73b553914aee02b5ae3af650,Phishing Campaign,Kinsing,Low,High
IOC0334,IP Address,83.110.103.5,Backdoor,DarkSide,High,High
IOC0335,URL,http://api-2974.info/api/v1/payload.bin,Phishing Campaign,LockBit,Medium,Medium
IOC0336,Domain,login-8567.info,Data Exfiltration,Hive,Low,Low
IOC0337,IP Address,134.90.188.212,DDoS Botnet,Unknown,Medium,High
IOC0338,URL,http://service-865.com/api/v1/payload.bin,Botnet Recruitment,TeamTNT,Low,Medium
IOC0339,IP Address,185.46.203.218,Supply Chain Compromise,Unknown,Low,Low
IOC0340,URL,http://cloud-4776.xyz/api/v1/payload.bin,Trojan,Unknown,High,High
IOC0341,Domain,service-4512.xyz,Data Exfiltration,APT29,Medium,High
IOC0342,IP Address,84.162.53.118,Phishing Campaign,Unknown,Low,Medium
IOC0343,Domain,api-1074.com,Info Stealer,Unknown,Medium,Medium
IOC0344,File Hash (SHA256),1cdfabff731135b24837b8d591e9e10ace6c9c44b42f07c8cfc348ed69876506,Credential Stuffing Campaign,Conti,Medium,Medium
IOC0345,Email Address,admin132@secure-3269.info,Botnet Recruitment,TeamTNT,High,Low
IOC0346,IP Address,22.51.94.152,Trojan,Unknown,Medium,High
IOC0347,IP Address,57.230.13.74,Malware Download,Unknown,Low,Medium
IOC0348,Email Address,admin404@login-2155.net,Botnet Recruitment,APT28,High,Medium
IOC0349,IP Address,80.243.45.2,Web Shell,Unknown,Low,High
IOC0350,Domain,cloud-4498.info,DDoS Botnet,TeamTNT,Medium,Critical
IOC0351,Domain,api-8228.xyz,Backdoor,Unknown,High,High
IOC0352,IP Address,34.152.185.155,Ransomware,Unknown,Low,Medium
IOC0353,Email Address,no-reply238@secure-6134.net,Info Stealer,Unknown,Medium,Medium
IOC0354,URL,http://cdn-9349.net/api/v1/payload.bin,Ransomware,APT29,Low,Low
IOC0355,File Hash (SHA256),f5f194008236abcf8c4b1e4436f6c2f8cf2b3ac2ceabe94d484f66fad056dff3,Credential Stuffing Campaign,Hive,Medium,Low
IOC0356,IP Address,54.173.148.127,Malware Download,Unknown,Medium,Medium
IOC0357,File Hash (SHA256),8e889ccbb5a1f5a59e05e79d1c209596704bf89c1033e81659236da7556d8492,Malware Download,Unknown,High,Low
IOC0358,Domain,secure-6423.info,Info Stealer,Unknown,Low,Critical
IOC0359,IP Address,181.222.198.61,Info Stealer,Unknown,High,Medium
IOC0360,IP Address,140.144.171.31,Ransomware,Unknown,High,Medium
IOC0361,IP Address,68.200.213.95,Info Stealer,Unknown,Medium,Medium
IOC0362,IP Address,134.1.28.160,Trojan,Unknown,Low,Critical
IOC0363,IP Address,179.225.13.157,DDoS Botnet,Unknown,High,Medium
IOC0364,IP Address,80.207.214.149,DDoS Botnet,Unknown,Medium,Medium
IOC0365,Email Address,no-reply778@login-2943.net,Phishing Campaign,Unknown,Medium,High
IOC0366,IP Address,181.143.132.52,Botnet Recruitment,Unknown,Low,Low
IOC0367,IP Address,66.155.66.120,Data Exfiltration,LockBit,Medium,Low
IOC0368,File Hash (SHA256),329fafac092083abff05c5cfbe9890e9f395e22d6bceadd179838e8a5d78c8bb,Cryptominer,DarkSide,Medium,Critical
IOC0369,URL,http://secure-6529.net/api/v1/payload.bin,Command and Control,Conti,Medium,High
IOC0370,IP Address,85.194.157.202,Phishing Campaign,TrickBot,Critical,Medium
IOC0371,Email Address,billing556@api-7421.net,DDoS Botnet,BlackCat,High,Critical
IOC0372,IP Address,103.215.74.227,Phishing Campaign,Unknown,High,Medium
IOC0373,IP Address,138.189.207.200,Web Shell,TrickBot,Medium,High
IOC0374,IP Address,144.87.244.11,Web Shell,Unknown,Medium,Medium
IOC0375,Domain,update-8528.com,Info Stealer,LockBit,High,Low
IOC0376,IP Address,149.63.103.216,Data Exfiltration,TeamTNT,Low,Critical
IOC0377,IP Address,103.40.50.150,Ransomware,Unknown,High,Low
IOC0378,Email Address,no-reply43@login-6059.xyz,Phishing Campaign,Unknown,Critical,Medium
IOC0379,Email Address,no-reply762@api-8878.info,Credential Stuffing Campaign,Unknown,Critical,Low
IOC0380,Email Address,no-reply920@service-9637.xyz,Web Shell,Unknown,Low,High
IOC0381,Email Address,support980@update-3840.info,Malware Download,Unknown,Critical,Low
IOC0382,Domain,cdn-3836.com,Backdoor,LockBit,High,Medium
IOC0383,Email Address,no-reply305@cloud-3810.info,Botnet Recruitment,FIN7,Medium,Medium
IOC0384,IP Address,217.41.182.51,Cryptominer,Unknown,High,High
IOC0385,URL,http://cdn-4794.xyz/api/v1/payload.bin,Data Exfiltration,Unknown,Medium,Low
IOC0386,Email Address,admin908@secure-8070.net,Info Stealer,Unknown,Medium,Critical
IOC0387,IP Address,3.95.229.23,Credential Stuffing Campaign,APT28,High,Medium
IOC0388,Domain,cdn-5488.com,Supply Chain Compromise,Unknown,Medium,Medium
IOC0389,Email Address,billing518@secure-3524.info,Phishing Campaign,FIN7,Medium,High
IOC0390,IP Address,220.114.64.242,Trojan,Unknown,Low,Low
IOC0391,Email Address,support935@api-9945.xyz,Supply Chain Compromise,BlackCat,Low,Medium
IOC0392,URL,http://secure-5733.info/api/v1/payload.bin,Command and Control,Unknown,Medium,High
IOC0393,Domain,service-7804.net,Ransomware,Hive,High,High
IOC0394,Email Address,admin821@api-110.info,Malware Download,Kinsing,Low,High
IOC0395,Email Address,security99@api-4357.com,Data Exfiltration,Unknown,High,High
IOC0396,File Hash (SHA256),2922a935b9b0d9116dfd4108943b37db4fc127cd05ffaaf61ae95e3165f19044,Malware Download,APT29,Low,Low
IOC0397,IP Address,1.49.170.47,Backdoor,Unknown,High,Medium
IOC0398,File Hash (SHA256),9b324ec655297e8003db8fb08dfdaee1e6e701e8d789b7ced419d61a3afedc77,Ransomware,LockBit,Low,Low
IOC0399,File Hash (SHA256),acea17529efe31b19837115d32e1c4b1a2b7a6e9fc4d71e3debddc01324317ce,Cryptominer,Kinsing,Low,Critical
IOC0400,IP Address,94.64.169.176,Backdoor,BlackCat,Medium,Medium
IOC0401,IP Address,151.12.133.99,Trojan,APT28,Medium,Medium
IOC0402,File Hash (SHA256),851e965a45cf1ebc1a60eef35053656afb7c8fc5cf142469301f72575815817e,Credential Stuffing Campaign,Lazarus Group,Low,Critical
IOC0403,Domain,login-7120.net,Web Shell,DarkSide,Medium,Medium
IOC0404,Domain,api-8454.net,Cryptominer,Lazarus Group,Low,Medium
IOC0405,Email Address,no-reply711@cdn-1590.info,Web Shell,FIN7,Medium,High
IOC0406,Domain,update-551.net,Phishing Campaign,Unknown,High,High
IOC0407,IP Address,110.71.171.203,Ransomware,DarkSide,Medium,Low
IOC0408,File Hash (SHA256),21ef3e92f31c27ad506a304bde04ceacf24d628deea0bdfd30fafd75a6df2a14,Web Shell,APT29,Critical,Critical
IOC0409,Domain,secure-4875.xyz,Info Stealer,Unknown,Low,Low
IOC0410,Email Address,billing659@service-1204.com,Credential Stuffing Campaign,Unknown,Medium,High
IOC0411,IP Address,160.18.184.179,Supply Chain Compromise,DarkSide,High,Medium
IOC0412,File Hash (SHA256),a020c3bc090944835168a8a4b60c7d80216f2dfbee5cc94b76392cab127bbbf8,Command and Control,APT29,High,Low
IOC0413,Email Address,billing339@cdn-4140.info,Data Exfiltration,Unknown,Medium,High
IOC0414,Domain,login-4682.info,DDoS Botnet,Unknown,Low,High
IOC0415,IP Address,186.22.172.180,Web Shell,LockBit,Medium,Medium
IOC0416,Email Address,support96@cdn-1957.xyz,Supply Chain Compromise,Unknown,Medium,High
IOC0417,IP Address,166.60.2.109,Botnet Recruitment,FIN7,Low,Medium
IOC0418,Domain,update-5383.com,Supply Chain Compromise,Unknown,Medium,Low
IOC0419,IP Address,210.178.125.195,Trojan,Conti,Low,Critical
IOC0420,IP Address,76.44.116.164,DDoS Botnet,Kinsing,High,Low
IOC0421,IP Address,72.65.161.148,Command and Control,BlackCat,Low,High
IOC0422,URL,http://cdn-8405.com/api/v1/payload.bin,DDoS Botnet,Unknown,Medium,Medium
IOC0423,File Hash (SHA256),671aa2a3c6a5d9127e9eaef3b8659a47c0d817e35feb40dffb3cdf95d79f6428,Backdoor,BlackCat,High,High
IOC0424,Domain,update-222.net,Botnet Recruitment,Kinsing,High,Medium
IOC0425,IP Address,52.72.10.201,Backdoor,Unknown,Low,Low
IOC0426,File Hash (SHA256),f29f5123d8cb3d786ce056011ca0fe8a5a0e0325e054c4a5604fc0ff9bb6ad54,DDoS Botnet,Unknown,Low,Low
IOC0427,Domain,api-6685.net,Web Shell,TeamTNT,Medium,Low
IOC0428,IP Address,130.115.30.11,DDoS Botnet,LockBit,Low,High
IOC0429,Domain,api-8800.info,Cryptominer,FIN7,Medium,Medium
IOC0430,IP Address,126.225.222.60,Malware Download,Unknown,Low,Low
IOC0431,File Hash (SHA256),6d978022db0433ea68a0ad5f9b844e24552bcd0f983c201d59a89c88c28fa745,Credential Stuffing Campaign,Unknown,Medium,Medium
IOC0432,File Hash (SHA256),30223f72d361f25c80026cc1a0cdf83e42a1569a2017026732b0d64c3770f209,Phishing Campaign,Emotet,High,Critical
IOC0433,Domain,login-4380.info,Command and Control,Emotet,Medium,Medium
IOC0434,URL,http://update-6535.com/api/v1/payload.bin,Cryptominer,Unknown,High,High
IOC0435,Email Address,admin826@cdn-1781.com,Command and Control,Unknown,High,Low
IOC0436,IP Address,191.196.202.128,Command and Control,TrickBot,Low,Medium
IOC0437,IP Address,161.82.178.221,Data Exfiltration,FIN7,Low,High
IOC0438,URL,http://update-6184.com/api/v1/payload.bin,Trojan,TeamTNT,Medium,Medium
IOC0439,Email Address,security387@cdn-3167.xyz,Botnet Recruitment,Unknown,High,Critical
IOC0440,IP Address,79.118.0.187,Supply Chain Compromise,DarkSide,High,Medium
IOC0441,Email Address,admin849@cloud-4215.info,Command and Control,FIN7,High,Critical
IOC0442,File Hash (SHA256),29fbc8604a8ed1115c6f085560f27c5195801ddfd435692321fef2124939f331,Phishing Campaign,Emotet,Medium,Medium
IOC0443,File Hash (SHA256),710a212f43e696b3db24eff91be53c82e0b9cf4ef642792f74e859c4fcc6c523,Backdoor,Kinsing,High,Medium
IOC0444,IP Address,211.221.195.138,Info Stealer,Unknown,Low,Medium
IOC0445,URL,http://secure-7582.xyz/api/v1/payload.bin,Info Stealer,Unknown,Medium,High
IOC0446,IP Address,125.61.157.156,Supply Chain Compromise,Unknown,Low,High
IOC0447,URL,http://secure-3292.info/api/v1/payload.bin,Credential Stuffing Campaign,Hive,Medium,Critical
IOC0448,Domain,update-4803.net,Web Shell,Unknown,Medium,High
IOC0449,Email Address,no-reply434@login-6054.net,Cryptominer,BlackCat,Critical,Low
IOC0450,IP Address,19.106.165.193,Phishing Campaign,Unknown,High,Medium
IOC0451,IP Address,210.13.113.212,Cryptominer,Unknown,High,High
IOC0452,IP Address,221.113.119.67,Command and Control,Unknown,Medium,Medium
IOC0453,Domain,api-8568.xyz,Credential Stuffing Campaign,Conti,Medium,Low
IOC0454,File Hash (SHA256),883f168379a4b21fb4f8d6a78464229ef38a66605f12c1bd8a2092dc5c09a1e9,Botnet Recruitment,Unknown,Medium,Low
IOC0455,IP Address,163.70.155.136,Command and Control,Unknown,Medium,High
IOC0456,IP Address,97.1.156.111,Info Stealer,APT28,Low,High
IOC0457,Email Address,billing240@service-2524.info,Credential Stuffing Campaign,Kinsing,High,High
IOC0458,File Hash (SHA256),33cb40cd792a8d61d5c1441c13fdc7e9cc9b795d4fcda286c6131e6ec4500b57,Credential Stuffing Campaign,Unknown,Low,Low
IOC0459,URL,http://login-3048.info/api/v1/payload.bin,Cryptominer,DarkSide,Medium,High
IOC0460,File Hash (SHA256),12f93c4a95d08663d43ca28f4b88e5508aeb75d423032ffc47d30cba5ce2d31d,Trojan,BlackCat,High,High
IOC0461,IP Address,108.211.18.34,Phishing Campaign,Unknown,Medium,Medium
IOC0462,URL,http://service-1920.com/api/v1/payload.bin,Web Shell,Unknown,High,Medium
IOC0463,Domain,login-7247.xyz,Malware Download,Unknown,Medium,Low
IOC0464,URL,http://cdn-3106.info/api/v1/payload.bin,Data Exfiltration,DarkSide,High,High
IOC0465,Domain,api-6362.info,Ransomware,Unknown,Medium,Low
IOC0466,File Hash (SHA256),5fee41dc6dc2a0d7211a79a367988c9948e0b1951fd0e13030117836ecfc684d,Command and Control,Lazarus Group,Low,High
IOC0467,IP Address,1.114.98.242,Phishing Campaign,Unknown,High,Medium
IOC0468,Domain,secure-5383.info,Ransomware,Hive,Low,High
IOC0469,Email Address,no-reply932@api-3198.net,Supply Chain Compromise,DarkSide,Medium,High
IOC0470,File Hash (SHA256),5dee8fab9888cb59179c73b86f22055a130418e5747acce0dacfe53df4c28e69,Ransomware,Unknown,Critical,Medium
IOC0471,Domain,api-2762.com,Backdoor,Unknown,Critical,Low
IOC0472,Domain,service-8460.com,Botnet Recruitment,Unknown,Medium,Medium
IOC0473,IP Address,16.34.53.102,Backdoor,TeamTNT,Medium,Low
IOC0474,File Hash (SHA256),c2e0cc399edb214c5cd3c0954b2595890630758603f4b53de2534437f2af7579,Malware Download,Unknown,High,High
IOC0475,IP Address,10.89.78.182,Backdoor,BlackCat,Medium,Low
IOC0476,URL,http://cloud-2577.xyz/api/v1/payload.bin,Supply Chain Compromise,LockBit,Medium,Medium
IOC0477,File Hash (SHA256),e5b1a0d04488ef0e7644ee6b9cd68c92b2d447874577199dd3201d0365bd16e5,DDoS Botnet,TeamTNT,Low,Medium
IOC0478,IP Address,188.13.240.199,Backdoor,Unknown,Medium,Low
IOC0479,Domain,secure-6833.xyz,Data Exfiltration,Unknown,Medium,High
IOC0480,IP Address,150.230.26.86,Info Stealer,Emotet,High,Low
IOC0481,Domain,secure-7458.net,Web Shell,Hive,Low,Critical
IOC0482,Email Address,no-reply246@service-4219.net,Info Stealer,Unknown,High,Low
IOC0483,IP Address,4.1.202.79,Cryptominer,Emotet,High,Low
IOC0484,IP Address,58.18.251.112,Credential Stuffing Campaign,BlackCat,High,Medium
IOC0485,File Hash (SHA256),a96ba4cce1e4967634f5927d516301e6dca8fe7e769ca846ad77ea8094caa4eb,Backdoor,Unknown,High,Low
IOC0486,IP Address,76.213.79.234,Ransomware,Conti,Medium,Medium
IOC0487,File Hash (SHA256),e1091262ed47b809696c389795333372b58d0dd7f38a8bf2594234df5d5608bd,Data Exfiltration,Emotet,Critical,Medium
IOC0488,Email Address,admin799@update-870.net,Backdoor,Unknown,Medium,Medium
IOC0489,Domain,cdn-3312.com,Backdoor,Unknown,High,Low
IOC0490,IP Address,19.89.93.126,Ransomware,Unknown,Low,Low
IOC0491,File Hash (SHA256),207003a1b86bd4200d0abdaddf3957264afc4f0c9ecffd50a9b7926ad65beb64,Info Stealer,Unknown,Medium,High
IOC0492,Email Address,billing17@api-9680.com,Info Stealer,Conti,Low,High
IOC0493,File Hash (SHA256),f6f6238c1fa6dcc65f1f1ae9f5313536ed161a18c3e26fc19aed1623d25fa929,Malware Download,Unknown,High,Medium
IOC0494,File Hash (SHA256),3ae0b11d2977ed18db7a293ae64b11cce09f8a1cae53e5575b6984c7158da88b,Malware Download,APT29,Medium,Critical
IOC0495,URL,http://cloud-576.info/api/v1/payload.bin,Botnet Recruitment,Unknown,Medium,Low
IOC0496,IP Address,223.246.110.177,Supply Chain Compromise,Unknown,Medium,Medium
IOC0497,URL,http://login-1329.xyz/api/v1/payload.bin,Web Shell,Unknown,High,Medium
IOC0498,IP Address,187.135.240.237,Trojan,BlackCat,High,High
IOC0499,IP Address,12.198.210.69,Info Stealer,Unknown,Low,High
IOC0500,IP Address,186.35.70.190,Trojan,Kinsing,Low,Low
IOC0501,IP Address,82.93.69.137,Botnet Recruitment,Unknown,Medium,High
IOC0502,Domain,login-2988.net,Info Stealer,Unknown,Medium,Medium
IOC0503,File Hash (SHA256),46fa7852f9600fb61febde434f375bd397eb96e1b7f0db52f4937bdf0c48eb2d,Trojan,Unknown,High,Low
IOC0504,Email Address,security171@secure-7486.info,Botnet Recruitment,Unknown,Medium,Medium
IOC0505,File Hash (SHA256),e590f4924be14057d2bf37d647b2c64d980d6f7e7f3f3aff3619c50dff116606,Supply Chain Compromise,TeamTNT,Medium,Low
IOC0506,Domain,cloud-5948.info,Backdoor,Unknown,Low,Medium
IOC0507,File Hash (SHA256),5be6bc42e03fd7e35447ce935153091cdf8558b4cf44ea554aea83299d64a4f1,Credential Stuffing Campaign,Unknown,High,Low
IOC0508,Email Address,support666@cdn-5728.xyz,Malware Download,Unknown,Medium,Critical
IOC0509,IP Address,80.37.92.208,Backdoor,Kinsing,High,Medium
IOC0510,Domain,update-8107.info,Malware Download,Emotet,Medium,Low
IOC0511,IP Address,131.77.198.210,Malware Download,Kinsing,Low,High
IOC0512,File Hash (SHA256),10029d588dd1c15ba16c1f9b5e2fee97c884ebf7f628a002229569a459844456,DDoS Botnet,Unknown,Medium,Medium
IOC0513,File Hash (SHA256),dc741d9f54090eda185fe67eee614462a4d73547787e5f623bccb78f135b9ab5,Backdoor,Lazarus Group,Medium,High
IOC0514,File Hash (SHA256),4180a6912b4fb782cd51be38a7cc7ddd5fd054dd5c9ccdc7423c058859e55f42,Malware Download,Unknown,High,High
IOC0515,URL,http://service-6912.com/api/v1/payload.bin,Cryptominer,Unknown,High,High
IOC0516,IP Address,78.61.246.223,Trojan,DarkSide,Medium,Critical
IOC0517,IP Address,90.43.135.16,Data Exfiltration,Kinsing,Low,Critical
IOC0518,IP Address,54.151.111.81,Credential Stuffing Campaign,Unknown,Low,Critical
IOC0519,IP Address,108.61.58.186,Phishing Campaign,Unknown,High,Critical
IOC0520,IP Address,216.86.214.160,Botnet Recruitment,Unknown,High,Critical
IOC0521,File Hash (SHA256),0a32295c1983e69649e7966d3a1bb180f6d68453d6d8cc88a980d002f99b2a95,Cryptominer,TeamTNT,Medium,Low
IOC0522,URL,http://service-8054.net/api/v1/payload.bin,Data Exfiltration,Conti,Low,High
IOC0523,IP Address,139.177.188.236,Trojan,Unknown,High,Low
IOC0524,File Hash (SHA256),22a0443ae5ddd727f71d3e7c05ece357bd912925341be444fc941bfa44001256,Ransomware,Unknown,Medium,Medium
IOC0525,URL,http://api-1361.com/api/v1/payload.bin,Ransomware,FIN7,Critical,High
IOC0526,Domain,update-9038.xyz,Supply Chain Compromise,TrickBot,Critical,Medium
IOC0527,Email Address,admin565@cdn-9346.com,Malware Download,Unknown,Medium,Low
IOC0528,URL,http://service-9291.info/api/v1/payload.bin,Command and Control,Unknown,Medium,Critical
IOC0529,URL,http://service-7751.com/api/v1/payload.bin,Botnet Recruitment,Unknown,Medium,High
IOC0530,URL,http://login-9828.xyz/api/v1/payload.bin,DDoS Botnet,Unknown,Critical,High
IOC0531,IP Address,164.136.219.61,Credential Stuffing Campaign,LockBit,Low,High
IOC0532,IP Address,200.189.249.126,Botnet Recruitment,Unknown,Medium,Medium
IOC0533,IP Address,161.235.231.144,Ransomware,Unknown,Medium,Medium
IOC0534,URL,http://cdn-4236.info/api/v1/payload.bin,Trojan,Unknown,Medium,Medium
IOC0535,IP Address,28.119.193.244,Cryptominer,Unknown,Medium,High
IOC0536,URL,http://login-8328.info/api/v1/payload.bin,DDoS Botnet,Hive,High,Low
IOC0537,IP Address,173.95.119.171,Phishing Campaign,APT28,Medium,Critical
IOC0538,IP Address,73.8.227.93,Botnet Recruitment,Unknown,High,Low
IOC0539,Domain,update-8574.com,Trojan,Lazarus Group,Low,High
IOC0540,IP Address,220.92.239.56,Trojan,Hive,Medium,Medium
IOC0541,IP Address,165.94.114.180,Botnet Recruitment,TrickBot,High,Medium
IOC0542,URL,http://service-4721.info/api/v1/payload.bin,Cryptominer,Unknown,Medium,Medium
IOC0543,Domain,cloud-6633.xyz,Command and Control,Unknown,Medium,Low
IOC0544,IP Address,98.24.173.67,Command and Control,Unknown,Low,High
IOC0545,IP Address,52.79.32.246,Cryptominer,APT28,Low,Low
IOC0546,URL,http://cdn-4484.info/api/v1/payload.bin,Supply Chain Compromise,Unknown,Low,Medium
IOC0547,File Hash (SHA256),d7309f6989167e186e6b03ea334cba2ad104c20d889ea58fe62352725a181528,Supply Chain Compromise,Unknown,Low,Medium
IOC0548,URL,http://secure-4785.com/api/v1/payload.bin,Credential Stuffing Campaign,Unknown,Low,High
IOC0549,File Hash (SHA256),11f1aa9ef9eb704ecd624534dc07d675bc6da35753f8e1b342fa4a63746e9320,Data Exfiltration,Lazarus Group,High,High
IOC0550,Domain,update-4221.com,DDoS Botnet,Unknown,Low,Medium
IOC0551,URL,http://cdn-5700.info/api/v1/payload.bin,Info Stealer,APT28,Low,Critical
IOC0552,IP Address,3.81.227.90,Command and Control,BlackCat,Critical,Critical
IOC0553,File Hash (SHA256),b7eeacd6f8733393787fc9dfa7921961035d72ee8c5a472900bb147f417e9ed0,Trojan,Unknown,Low,Medium
IOC0554,URL,http://secure-5581.net/api/v1/payload.bin,Phishing Campaign,FIN7,Medium,Medium
IOC0555,File Hash (SHA256),401d09835f48b9caa05d96c6d5a6f5b10c09a9f67339161f9c95c8a59685588f,Credential Stuffing Campaign,Unknown,Low,Medium
IOC0556,IP Address,116.55.233.30,Info Stealer,TrickBot,High,Medium
IOC0557,URL,http://cdn-8908.xyz/api/v1/payload.bin,Info Stealer,Unknown,Medium,High
IOC0558,URL,http://secure-9548.xyz/api/v1/payload.bin,Trojan,BlackCat,Medium,High
IOC0559,IP Address,46.238.68.79,Command and Control,Unknown,Low,High
IOC0560,URL,http://service-9254.xyz/api/v1/payload.bin,Cryptominer,Unknown,Low,Low
IOC0561,Domain,api-6634.com,Data Exfiltration,Unknown,High,Low
IOC0562,IP Address,14.236.0.105,Info Stealer,Unknown,Medium,Critical
IOC0563,IP Address,87.199.30.67,Credential Stuffing Campaign,Kinsing,High,Critical
IOC0564,Domain,api-2089.xyz,Web Shell,Unknown,Medium,Critical
IOC0565,File Hash (SHA256),43d3a6945b4e85c2af8513eb75a0568b60eae4a27ce4e05ea92fd692db111502,Credential Stuffing Campaign,Unknown,High,Low
IOC0566,IP Address,178.11.42.238,Cryptominer,Unknown,Medium,Medium
IOC0567,Domain,service-1619.info,DDoS Botnet,Kinsing,Medium,Medium
IOC0568,IP Address,208.202.56.164,Malware Download,Conti,Medium,Low
IOC0569,IP Address,131.68.145.157,Data Exfiltration,Unknown,Low,Medium
IOC0570,Domain,secure-2592.xyz,Trojan,Unknown,Low,High
IOC0571,IP Address,179.193.46.173,Backdoor,Unknown,Medium,Medium
IOC0572,Domain,api-6798.com,Malware Download,Unknown,Medium,High
IOC0573,IP Address,129.167.28.172,Ransomware,Unknown,High,Medium
IOC0574,Domain,cdn-8340.net,Cryptominer,Lazarus Group,Low,Low
IOC0575,IP Address,203.128.55.179,Malware Download,Unknown,Low,High
IOC0576,IP Address,219.75.102.38,Cryptominer,Hive,Low,Medium
IOC0577,IP Address,79.75.187.106,Trojan,Unknown,High,Medium
IOC0578,IP Address,213.194.171.253,Credential Stuffing Campaign,Lazarus Group,Medium,High
IOC0579,URL,http://login-5145.com/api/v1/payload.bin,Credential Stuffing Campaign,Unknown,High,High
IOC0580,IP Address,187.215.73.235,Malware Download,Hive,Medium,Low
IOC0581,IP Address,154.252.209.219,Command and Control,Unknown,Low,Low
IOC0582,URL,http://service-1259.com/api/v1/payload.bin,Phishing Campaign,Unknown,Medium,Medium
IOC0583,URL,http://cloud-7397.info/api/v1/payload.bin,Cryptominer,Conti,Medium,Critical
IOC0584,Domain,cloud-6472.xyz,Botnet Recruitment,APT29,Medium,Low
IOC0585,Email Address,admin728@update-5736.xyz,Credential Stuffing Campaign,APT29,Low,Medium
IOC0586,IP Address,27.98.85.203,Supply Chain Compromise,Unknown,High,Critical
IOC0587,URL,http://service-2528.info/api/v1/payload.bin,Trojan,APT29,High,Medium
IOC0588,Domain,api-3548.info,Backdoor,Unknown,Low,High
IOC0589,URL,http://cdn-4785.xyz/api/v1/payload.bin,Ransomware,Unknown,Medium,Low
IOC0590,Domain,update-3653.xyz,Malware Download,Unknown,High,Critical
IOC0591,IP Address,166.159.166.30,Phishing Campaign,FIN7,Low,High
IOC0592,IP Address,118.237.206.118,Trojan,APT28,High,Medium
IOC0593,URL,http://cloud-8783.net/api/v1/payload.bin,Phishing Campaign,Emotet,Medium,High
IOC0594,Domain,login-9193.com,Ransomware,Unknown,Low,Medium
IOC0595,IP Address,15.84.255.228,Web Shell,BlackCat,High,Low
IOC0596,IP Address,202.48.235.176,Botnet Recruitment,FIN7,Medium,Medium
IOC0597,Domain,login-2004.com,Malware Download,BlackCat,Low,Medium
IOC0598,IP Address,186.232.145.209,Phishing Campaign,Unknown,Low,High
IOC0599,IP Address,158.74.235.80,Ransomware,Hive,Low,High
IOC0600,Email Address,no-reply374@cdn-9640.net,Ransomware,TeamTNT,Medium,High
IOC0601,IP Address,60.235.210.152,Ransomware,Unknown,Medium,Low
IOC0602,IP Address,50.104.63.171,Data Exfiltration,Unknown,High,High
IOC0603,Email Address,admin378@api-2242.info,Phishing Campaign,Unknown,Medium,Medium
