vulnerability_id,cve_id,vulnerability_name,severity,cvss_score,affected_asset,patch_available,status
VUL0269,CVE-2019-14194,Privilege Escalation Flaw,High,8.4,LEG-CLD-006,No,Mitigated
VUL0270,CVE-2020-38931,Insecure Deserialization,High,7.1,OPS-WKS-020,Yes,Open
VUL0271,CVE-2020-10975,Insecure Deserialization,High,7.1,FIN-CLD-003,Yes,Patched
VUL0272,CVE-2021-49650,Hardcoded Credentials,Medium,6.9,OPS-SRV-004,No,Patched
VUL0273,CVE-2022-7269,Unpatched Third-Party Library,Medium,5.8,MKT-LAP-002,Yes,Patched
VUL0274,CVE-2019-3595,Outdated TLS/SSL Configuration,Medium,5.4,LEG-LAP-008,Yes,Open
VUL0275,CVE-2023-24125,Remote Code Execution,Critical,9.1,HR-NET-005,No,Open
VUL0276,CVE-2024-6900,Path Traversal,Medium,5.0,FIN-SRV-011,No,Patched
VUL0277,CVE-2020-18123,Buffer Overflow,High,7.3,MKT-SRV-003,Yes,Patched
VUL0278,CVE-2023-36457,Buffer Overflow,High,7.8,SUP-WKS-006,Yes,Patched
VUL0279,CVE-2023-17792,Hardcoded Credentials,High,8.4,SALES-LAP-009,Yes,Open
VUL0280,CVE-2020-16721,Unpatched Third-Party Library,Medium,6.8,SALES-LAP-001,Yes,Accepted Risk
VUL0281,CVE-2022-46967,Authentication Bypass,Critical,9.1,FIN-NET-001,Yes,Open
VUL0282,CVE-2025-18312,SQL Injection Vulnerability,High,8.2,ENG-NET-006,Yes,Open
VUL0283,CVE-2019-6526,Authentication Bypass,High,8.0,MKT-SRV-011,No,Patched
VUL0284,CVE-2025-5072,Denial of Service,Medium,5.2,HR-CLD-003,No,Open
VUL0285,CVE-2023-46340,Information Disclosure,Medium,6.0,HR-NET-004,Yes,Patched
VUL0286,CVE-2023-12980,SQL Injection Vulnerability,High,7.9,MKT-LAP-004,No,Open
VUL0287,CVE-2025-17045,Privilege Escalation Flaw,Critical,9.0,ENG-NET-007,Yes,Patched
VUL0288,CVE-2025-10199,Authentication Bypass,High,8.0,OPS-SRV-003,Yes,Patched
VUL0289,CVE-2019-1186,Weak SMB Configuration,Medium,5.1,SALES-CLD-004,No,Mitigated
VUL0290,CVE-2025-40551,Remote Code Execution,High,8.8,ENG-NET-006,Yes,Open
VUL0291,CVE-2022-7054,Hardcoded Credentials,High,7.7,SUP-WKS-012,Yes,Patched
VUL0292,CVE-2020-17993,Insecure Deserialization,High,8.8,MKT-SRV-013,Yes,Patched
VUL0293,CVE-2024-39691,Information Disclosure,Medium,5.1,FIN-SRV-010,No,Mitigated
VUL0294,CVE-2021-39901,Unpatched Third-Party Library,High,7.1,LEG-WKS-014,Yes,Accepted Risk
VUL0295,CVE-2025-17515,Denial of Service,Medium,5.6,SALES-IOT-002,Yes,Open
VUL0296,CVE-2022-38683,Cross-Site Scripting (XSS),Medium,5.1,SUP-CLD-004,No,Patched
VUL0297,CVE-2021-25839,Missing Encryption of Sensitive Data,Medium,6.9,FIN-NET-001,Yes,Mitigated
VUL0298,CVE-2021-44468,Server-Side Request Forgery (SSRF),High,8.0,WebServer,Yes,Patched
VUL0299,CVE-2019-32154,Server-Side Request Forgery (SSRF),High,7.0,OPS-SRV-004,Yes,Open
VUL0300,CVE-2020-6445,Hardcoded Credentials,High,7.3,MKT-SRV-008,Yes,Open
VUL0301,CVE-2019-18760,Information Disclosure,Medium,5.8,SALES-LAP-018,Yes,Patched
VUL0302,CVE-2020-8910,Authentication Bypass,Critical,9.1,HR-CLD-001,Yes,Mitigated
VUL0303,CVE-2022-18791,Path Traversal,High,7.4,ENG-WKS-006,Yes,Open
VUL0304,CVE-2025-40992,Missing Encryption of Sensitive Data,Medium,5.3,LEG-SRV-003,No,Patched
VUL0305,CVE-2023-13415,Information Disclosure,Medium,5.0,Firewall,Yes,Open
VUL0306,CVE-2020-30790,Improper Input Validation,Medium,6.1,IT-SRV-011,Yes,Patched
VUL0307,CVE-2025-34676,Missing Encryption of Sensitive Data,Medium,4.8,SALES-WKS-019,No,Patched
VUL0308,CVE-2019-34703,Path Traversal,Medium,6.1,MKT-SRV-004,Yes,Patched
VUL0309,CVE-2024-45978,Missing Encryption of Sensitive Data,Medium,6.8,IT-SRV-011,Yes,Patched
VUL0310,CVE-2022-24836,SQL Injection Vulnerability,High,7.2,HR-WKS-021,Yes,Open
VUL0311,CVE-2021-34586,Privilege Escalation Flaw,Critical,9.0,OPS-LAP-009,Yes,Accepted Risk
VUL0312,CVE-2022-9977,SQL Injection Vulnerability,Critical,9.7,SALES-CLD-002,Yes,Patched
VUL0313,CVE-2023-34291,Cross-Site Scripting (XSS),Medium,6.9,MKT-MOB-001,No,Patched
VUL0314,CVE-2021-42110,Denial of Service,Medium,5.7,LEG-IOT-002,Yes,Patched
VUL0315,CVE-2022-43519,Remote Code Execution,Critical,9.7,IT-SRV-011,Yes,Patched
VUL0316,CVE-2024-24608,Improper Input Validation,Medium,4.9,OPS-LAP-005,Yes,Open
VUL0317,CVE-2023-23757,Privilege Escalation Flaw,High,7.9,OPS-WKS-001,Yes,Patched
VUL0318,CVE-2020-45656,Insecure Deserialization,High,8.8,SALES-IOT-002,Yes,Open
VUL0319,CVE-2021-46450,Information Disclosure,Medium,4.7,OPS-SRV-006,Yes,Open
VUL0320,CVE-2022-27416,Buffer Overflow,High,8.7,LEG-LAP-005,Yes,Open
VUL0321,CVE-2022-18488,Buffer Overflow,High,7.5,MKT-NET-005,Yes,Mitigated
VUL0322,CVE-2024-11475,Path Traversal,Medium,5.1,MKT-NET-003,No,Patched
VUL0323,CVE-2023-44948,Server-Side Request Forgery (SSRF),High,7.9,ENG-LAP-002,Yes,Patched
VUL0324,CVE-2022-35691,Insecure Deserialization,High,8.7,FIN-SRV-003,Yes,Patched
VUL0325,CVE-2019-35878,Insecure Deserialization,High,7.7,LEG-SRV-004,Yes,Open
VUL0326,CVE-2019-36949,Buffer Overflow,High,8.9,IT-SRV-011,No,Mitigated
VUL0327,CVE-2024-8292,Insecure Deserialization,High,7.3,LEG-CLD-003,No,Patched
VUL0328,CVE-2024-8722,Missing Encryption of Sensitive Data,Medium,5.5,MKT-SRV-013,No,Open
VUL0329,CVE-2022-23074,Hardcoded Credentials,High,8.2,FIN-WKS-017,No,Patched
VUL0330,CVE-2023-28108,Insecure Deserialization,High,7.3,HR-CLD-003,Yes,Mitigated
VUL0331,CVE-2019-33907,SQL Injection Vulnerability,Critical,9.4,SALES-NET-005,Yes,Open
VUL0332,CVE-2020-38599,Improper Input Validation,Medium,6.3,ENG-NET-007,No,Mitigated
VUL0333,CVE-2020-15560,Denial of Service,Medium,6.3,SALES-LAP-008,No,Patched
VUL0334,CVE-2025-43522,Missing Encryption of Sensitive Data,Medium,6.7,IT-SRV-002,Yes,Mitigated
VUL0335,CVE-2022-41131,Improper Input Validation,Medium,6.1,HR-CLD-005,Yes,Mitigated
VUL0336,CVE-2021-40824,Authentication Bypass,Critical,9.6,FIN-SRV-005,Yes,Patched
VUL0337,CVE-2025-6155,Hardcoded Credentials,Medium,6.5,SALES-CLD-003,Yes,Mitigated
VUL0338,CVE-2021-15312,SQL Injection Vulnerability,High,8.3,LEG-MOB-007,Yes,Open
VUL0339,CVE-2019-30209,Unpatched Third-Party Library,High,7.0,HR-SRV-001,Yes,Mitigated
VUL0340,CVE-2019-32701,Denial of Service,Medium,5.7,HR-WKS-008,No,Patched
VUL0341,CVE-2020-15277,Unpatched Third-Party Library,High,7.5,MKT-MOB-002,Yes,Accepted Risk
VUL0342,CVE-2023-36197,SQL Injection Vulnerability,High,7.6,MKT-MOB-001,Yes,Patched
VUL0343,CVE-2022-25537,Remote Code Execution,Critical,9.9,OPS-WKS-009,No,Patched
VUL0344,CVE-2022-26579,Outdated TLS/SSL Configuration,Medium,6.4,ENG-NET-005,Yes,Mitigated
VUL0345,CVE-2019-25336,Unpatched Third-Party Library,Medium,6.3,SUP-CLD-001,Yes,Patched
VUL0346,CVE-2020-29267,Cross-Site Request Forgery (CSRF),Medium,6.4,HR-NET-006,Yes,Open
VUL0347,CVE-2023-13446,Buffer Overflow,High,8.0,SALES-LAP-008,No,Open
VUL0348,CVE-2023-2083,Cross-Site Request Forgery (CSRF),Medium,5.9,IT-SRV-013,No,Patched
VUL0349,CVE-2020-37717,Insecure Deserialization,High,8.5,ENG-WKS-001,No,Patched
VUL0350,CVE-2024-2033,Remote Code Execution,Critical,9.0,HR-WKS-010,Yes,Mitigated
VUL0351,CVE-2024-49979,Unpatched Third-Party Library,Medium,6.2,FIN-SRV-006,Yes,Patched
VUL0352,CVE-2021-24236,Insecure Deserialization,High,7.2,HR-SRV-008,Yes,Open
VUL0353,CVE-2019-47738,Cross-Site Request Forgery (CSRF),Medium,5.9,HR-NET-004,Yes,Open
VUL0354,CVE-2025-31884,Weak SMB Configuration,High,7.0,HR-CLD-003,No,Patched
VUL0355,CVE-2025-9409,Buffer Overflow,High,8.3,SUP-CLD-001,Yes,Open
VUL0356,CVE-2021-44013,SQL Injection Vulnerability,Critical,9.6,LEG-CLD-004,No,Accepted Risk
VUL0357,CVE-2023-29622,Missing Encryption of Sensitive Data,Medium,4.9,OPS-MOB-002,Yes,Open
VUL0358,CVE-2020-48702,Unpatched Third-Party Library,Medium,6.4,Firewall,No,Accepted Risk
VUL0359,CVE-2019-31389,Cross-Site Scripting (XSS),Medium,4.6,IT-NET-003,Yes,Open
VUL0360,CVE-2021-23180,Unpatched Third-Party Library,High,7.7,IT-LAP-004,No,Mitigated
VUL0361,CVE-2019-16952,Authentication Bypass,Critical,9.6,SUP-WKS-010,No,Open
VUL0362,CVE-2020-14100,Cross-Site Request Forgery (CSRF),Medium,5.1,OPS-CLD-002,No,Patched
VUL0363,CVE-2022-5427,Cross-Site Scripting (XSS),Medium,6.5,IT-SRV-003,Yes,Patched
VUL0364,CVE-2024-16714,Weak SMB Configuration,Medium,6.4,OPS-WKS-014,Yes,Open
VUL0365,CVE-2022-40260,Missing Encryption of Sensitive Data,Medium,4.7,MKT-SRV-003,No,Mitigated
VUL0366,CVE-2019-26710,Denial of Service,Medium,6.6,HR-SRV-008,Yes,Open
VUL0367,CVE-2020-1061,Cross-Site Scripting (XSS),Medium,5.4,LEG-WKS-009,Yes,Accepted Risk
VUL0368,CVE-2020-45032,Cross-Site Scripting (XSS),Medium,6.7,FIN-SRV-010,Yes,Open
VUL0369,CVE-2019-11054,Cross-Site Request Forgery (CSRF),Medium,4.0,HR-WKS-024,No,Patched
VUL0370,CVE-2024-7329,Information Disclosure,Medium,4.4,OPS-LAP-004,Yes,Patched
VUL0371,CVE-2019-34410,Missing Encryption of Sensitive Data,Medium,6.8,WebServer,Yes,Open
VUL0372,CVE-2024-6611,Outdated TLS/SSL Configuration,Medium,5.4,OPS-CLD-003,Yes,Patched
VUL0373,CVE-2019-47263,Cross-Site Scripting (XSS),Medium,5.9,SUP-SRV-006,Yes,Open
VUL0374,CVE-2019-37693,Authentication Bypass,High,7.6,ENG-WKS-010,No,Patched
VUL0375,CVE-2019-47408,Authentication Bypass,Critical,9.0,ENG-NET-001,Yes,Open
VUL0376,CVE-2023-24103,Buffer Overflow,High,7.2,MKT-SRV-003,No,Mitigated
VUL0377,CVE-2019-6884,Hardcoded Credentials,High,7.0,FIN-SRV-005,No,Open
VUL0378,CVE-2023-38764,Path Traversal,Medium,6.9,Database-01,Yes,Open
VUL0379,CVE-2024-46381,Authentication Bypass,High,8.7,IT-CLD-002,No,Mitigated
VUL0380,CVE-2023-43505,Authentication Bypass,Critical,9.6,MKT-LAP-009,No,Open
VUL0381,CVE-2019-4860,SQL Injection Vulnerability,High,8.9,OPS-WKS-005,No,Open
VUL0382,CVE-2019-12784,Insecure Deserialization,High,7.9,HR-NET-006,Yes,Patched
VUL0383,CVE-2025-23838,SQL Injection Vulnerability,High,7.9,SALES-MOB-001,Yes,Open
VUL0384,CVE-2024-43984,Weak SMB Configuration,Medium,6.5,SALES-WKS-019,No,Patched
VUL0385,CVE-2021-17367,SQL Injection Vulnerability,High,8.2,FIN-CLD-001,Yes,Patched
VUL0386,CVE-2021-22542,SQL Injection Vulnerability,Critical,9.2,OPS-NET-002,Yes,Open
VUL0387,CVE-2019-35866,Information Disclosure,Medium,4.3,IT-SRV-004,Yes,Open
VUL0388,CVE-2019-36211,Buffer Overflow,Critical,9.4,HR-LAP-001,Yes,Open
VUL0389,CVE-2024-36285,Denial of Service,High,7.3,OPS-WKS-011,No,Patched
VUL0390,CVE-2025-42385,Remote Code Execution,Critical,9.5,OPS-SRV-003,Yes,Mitigated
VUL0391,CVE-2019-47812,Improper Input Validation,Medium,5.3,OPS-SRV-001,No,Open
VUL0392,CVE-2022-41256,Information Disclosure,Medium,5.7,SUP-SRV-009,Yes,Open
VUL0393,CVE-2021-17851,SQL Injection Vulnerability,High,7.3,HR-LAP-002,Yes,Patched
VUL0394,CVE-2024-43158,Privilege Escalation Flaw,High,8.8,OPS-LAP-006,Yes,Open
VUL0395,CVE-2019-5190,Remote Code Execution,Critical,9.3,OPS-CLD-001,Yes,Open
VUL0396,CVE-2019-48346,Weak SMB Configuration,Medium,6.3,HR-CLD-004,Yes,Open
VUL0397,CVE-2025-30493,Information Disclosure,Medium,6.2,SALES-LAP-006,Yes,Open
VUL0398,CVE-2024-12352,Cross-Site Request Forgery (CSRF),Medium,6.5,SALES-LAP-001,No,Patched
VUL0399,CVE-2021-14503,SQL Injection Vulnerability,High,8.1,SALES-LAP-004,Yes,Open
VUL0400,CVE-2021-44956,Path Traversal,Medium,5.7,Firewall,No,Open
VUL0401,CVE-2019-11357,Insecure Deserialization,High,8.3,MKT-SRV-001,Yes,Patched
VUL0402,CVE-2025-4751,Missing Encryption of Sensitive Data,Medium,5.1,OPS-IOT-001,Yes,Open
VUL0403,CVE-2019-20391,SQL Injection Vulnerability,High,7.8,IT-SRV-002,No,Open
VUL0404,CVE-2023-48359,Information Disclosure,Medium,4.3,OPS-NET-001,Yes,Open
VUL0405,CVE-2023-44462,Buffer Overflow,Critical,9.2,MKT-WKS-003,Yes,Open
VUL0406,CVE-2025-2971,Denial of Service,Medium,6.6,OPS-SRV-003,No,Mitigated
VUL0407,CVE-2020-43036,Weak SMB Configuration,Medium,5.5,Database-01,Yes,Patched
VUL0408,CVE-2025-25205,Denial of Service,Medium,5.7,OPS-WKS-014,Yes,Open
VUL0409,CVE-2022-37392,Weak SMB Configuration,Medium,5.2,SUP-SRV-002,Yes,Mitigated
VUL0410,CVE-2020-28907,Cross-Site Request Forgery (CSRF),Medium,4.2,MKT-NET-001,Yes,Open
VUL0411,CVE-2022-16668,Path Traversal,Medium,6.4,LEG-SRV-001,Yes,Patched
VUL0412,CVE-2020-37888,Missing Encryption of Sensitive Data,Medium,4.8,IT-SRV-007,Yes,Open
VUL0413,CVE-2020-34455,Path Traversal,Medium,5.5,ENG-WKS-002,Yes,Patched
VUL0414,CVE-2022-48928,Privilege Escalation Flaw,High,7.6,HR-MOB-005,Yes,Open
VUL0415,CVE-2021-44446,Hardcoded Credentials,Medium,6.6,IT-SRV-013,No,Patched
VUL0416,CVE-2020-34392,SQL Injection Vulnerability,High,8.8,FIN-NET-003,No,Patched
VUL0417,CVE-2024-49526,Cross-Site Scripting (XSS),Medium,5.6,SALES-NET-004,No,Patched
VUL0418,CVE-2020-43672,Hardcoded Credentials,Medium,6.8,ENG-NET-004,No,Mitigated
VUL0419,CVE-2021-44021,Information Disclosure,Medium,5.7,FIN-LAP-001,Yes,Mitigated
VUL0420,CVE-2019-30450,Authentication Bypass,Critical,9.5,FIN-WKS-006,Yes,Open
VUL0421,CVE-2020-20952,Path Traversal,Medium,6.5,ENG-CLD-001,Yes,Patched
VUL0422,CVE-2019-24587,Weak SMB Configuration,Medium,5.5,OPS-SRV-007,Yes,Mitigated
VUL0423,CVE-2024-33250,Authentication Bypass,High,8.9,OPS-SRV-002,Yes,Patched
VUL0424,CVE-2021-30922,Improper Input Validation,Medium,4.7,IT-LAP-011,Yes,Open
VUL0425,CVE-2021-28070,SQL Injection Vulnerability,High,8.6,LEG-CLD-006,Yes,Mitigated
VUL0426,CVE-2019-11145,Improper Input Validation,Medium,5.8,OPS-SRV-006,Yes,Patched
VUL0427,CVE-2020-18109,Denial of Service,Medium,6.4,OPS-WKS-009,No,Open
VUL0428,CVE-2020-35223,Privilege Escalation Flaw,High,8.7,SALES-WKS-019,Yes,Open
VUL0429,CVE-2020-6257,Cross-Site Request Forgery (CSRF),Medium,6.0,OPS-WKS-007,No,Patched
VUL0430,CVE-2025-10880,Improper Input Validation,Medium,6.8,FIN-WKS-017,Yes,Open
VUL0431,CVE-2025-7822,SQL Injection Vulnerability,Critical,9.5,LEG-SRV-001,Yes,Accepted Risk
VUL0432,CVE-2025-10068,Server-Side Request Forgery (SSRF),Medium,6.2,OPS-SRV-005,No,Mitigated
VUL0433,CVE-2024-47247,Outdated TLS/SSL Configuration,Medium,5.5,HR-SRV-003,Yes,Patched
VUL0434,CVE-2023-45552,Hardcoded Credentials,High,8.3,OPS-MOB-004,Yes,Open
VUL0435,CVE-2021-38376,Missing Encryption of Sensitive Data,Medium,5.0,FIN-SRV-013,No,Patched
VUL0436,CVE-2022-25003,Outdated TLS/SSL Configuration,Medium,4.6,OPS-CLD-001,No,Open
VUL0437,CVE-2024-31912,Authentication Bypass,Critical,9.0,Firewall,Yes,Open
VUL0438,CVE-2025-47473,Information Disclosure,Medium,5.2,HR-WKS-007,No,Open
VUL0439,CVE-2022-6829,Authentication Bypass,High,8.7,MKT-MOB-003,No,Mitigated
VUL0440,CVE-2020-25301,Hardcoded Credentials,High,7.3,MKT-LAP-006,No,Open
VUL0441,CVE-2020-42929,Authentication Bypass,Critical,9.5,IT-CLD-001,Yes,Open
VUL0442,CVE-2022-41369,Server-Side Request Forgery (SSRF),High,7.6,IT-SRV-008,Yes,Accepted Risk
VUL0443,CVE-2023-36581,Hardcoded Credentials,High,7.2,SALES-WKS-020,Yes,Open
VUL0444,CVE-2022-46424,SQL Injection Vulnerability,High,8.9,HR-LAP-001,Yes,Open
VUL0445,CVE-2024-20148,Unpatched Third-Party Library,High,7.1,OPS-MOB-005,Yes,Patched
VUL0446,CVE-2025-13864,Hardcoded Credentials,High,8.0,SUP-LAP-007,Yes,Open
VUL0447,CVE-2019-40395,Cross-Site Request Forgery (CSRF),Medium,6.1,OPS-LAP-010,Yes,Open
VUL0448,CVE-2019-40027,Unpatched Third-Party Library,Medium,6.5,SALES-LAP-020,Yes,Open
VUL0449,CVE-2019-12351,Remote Code Execution,Critical,9.5,WebServer,Yes,Open
VUL0450,CVE-2024-16490,SQL Injection Vulnerability,High,7.1,HR-WKS-001,No,Accepted Risk
VUL0451,CVE-2020-31793,Path Traversal,Medium,5.2,MKT-SRV-005,Yes,Open
VUL0452,CVE-2022-17942,Path Traversal,Medium,5.1,ENG-WKS-002,Yes,Open
VUL0453,CVE-2019-41897,Cross-Site Scripting (XSS),Medium,6.0,ENG-CLD-003,Yes,Mitigated
VUL0454,CVE-2021-23393,Outdated TLS/SSL Configuration,Medium,5.2,ENG-SRV-001,Yes,Accepted Risk
VUL0455,CVE-2025-4358,Privilege Escalation Flaw,Critical,9.2,OPS-WKS-012,Yes,Patched
VUL0456,CVE-2020-21406,Remote Code Execution,Critical,9.7,SALES-MOB-001,Yes,Open
VUL0457,CVE-2025-47383,Cross-Site Request Forgery (CSRF),Medium,6.0,FIN-NET-002,Yes,Mitigated
VUL0458,CVE-2022-38029,Server-Side Request Forgery (SSRF),Medium,6.3,LEG-CLD-004,No,Open
VUL0459,CVE-2025-42547,Cross-Site Request Forgery (CSRF),Medium,4.6,LEG-LAP-003,Yes,Patched
VUL0460,CVE-2021-48476,Cross-Site Scripting (XSS),Medium,4.1,MKT-SRV-012,Yes,Patched
VUL0461,CVE-2020-48046,Cross-Site Request Forgery (CSRF),Medium,5.5,HR-WKS-003,Yes,Open
VUL0462,CVE-2024-18090,Privilege Escalation Flaw,High,7.8,SALES-LAP-004,Yes,Open
VUL0463,CVE-2024-47942,Insecure Deserialization,High,7.8,MKT-WKS-011,No,Open
VUL0464,CVE-2023-21676,Remote Code Execution,High,8.9,HR-WKS-007,Yes,Open
VUL0465,CVE-2024-17067,Cross-Site Request Forgery (CSRF),Medium,4.1,OPS-WKS-010,Yes,Patched
VUL0466,CVE-2023-24778,Weak SMB Configuration,Medium,6.1,OPS-NET-002,Yes,Patched
VUL0467,CVE-2023-26364,Server-Side Request Forgery (SSRF),High,7.2,SALES-WKS-007,No,Patched
VUL0468,CVE-2022-21856,Weak SMB Configuration,Medium,6.9,FIN-SRV-007,No,Open
VUL0469,CVE-2022-48494,Path Traversal,Medium,6.5,LEG-MOB-001,No,Open
VUL0470,CVE-2021-9719,Cross-Site Scripting (XSS),Medium,6.5,SUP-WKS-014,Yes,Patched
VUL0471,CVE-2023-3301,Insecure Deserialization,High,8.3,SALES-WKS-018,Yes,Open
VUL0472,CVE-2023-6616,Privilege Escalation Flaw,High,8.3,SALES-MOB-001,No,Patched
VUL0473,CVE-2019-19876,Privilege Escalation Flaw,High,8.6,OPS-WKS-022,Yes,Open
VUL0474,CVE-2023-40561,Server-Side Request Forgery (SSRF),Medium,6.4,MKT-MOB-001,Yes,Mitigated
VUL0475,CVE-2024-23153,Hardcoded Credentials,Medium,6.7,MKT-CLD-001,Yes,Patched
VUL0476,CVE-2019-18011,Missing Encryption of Sensitive Data,Medium,5.7,SUP-WKS-004,Yes,Open
VUL0477,CVE-2022-26768,Authentication Bypass,Critical,9.2,OPS-WKS-003,No,Mitigated
VUL0478,CVE-2022-8012,Outdated TLS/SSL Configuration,Medium,4.8,SALES-LAP-005,Yes,Patched
VUL0479,CVE-2025-46568,Privilege Escalation Flaw,Critical,9.5,SUP-SRV-006,Yes,Open
VUL0480,CVE-2024-23387,Authentication Bypass,Critical,9.0,HR-CLD-002,No,Mitigated
VUL0481,CVE-2023-23531,SQL Injection Vulnerability,Critical,9.2,OPS-WKS-008,Yes,Mitigated
VUL0482,CVE-2021-15937,Path Traversal,High,7.0,ENG-NET-002,No,Open
VUL0483,CVE-2023-24126,Missing Encryption of Sensitive Data,Medium,5.4,ENG-NET-001,No,Open
VUL0484,CVE-2024-27907,Denial of Service,High,7.0,FIN-SRV-011,No,Accepted Risk
VUL0485,CVE-2024-12234,Privilege Escalation Flaw,Critical,9.1,OPS-WKS-007,Yes,Open
VUL0486,CVE-2022-21126,Privilege Escalation Flaw,High,8.0,MKT-IOT-003,Yes,Mitigated
VUL0487,CVE-2021-12315,Path Traversal,High,7.2,HR-NET-002,No,Accepted Risk
VUL0488,CVE-2025-45363,Unpatched Third-Party Library,High,7.1,FIN-CLD-002,No,Mitigated
VUL0489,CVE-2022-23237,Weak SMB Configuration,Medium,6.6,SALES-LAP-021,No,Open
VUL0490,CVE-2021-24652,Denial of Service,Medium,5.2,OPS-SRV-001,Yes,Open
VUL0491,CVE-2025-2675,Denial of Service,Medium,5.9,SUP-SRV-006,Yes,Patched
VUL0492,CVE-2020-31282,Missing Encryption of Sensitive Data,Medium,5.3,OPS-SRV-007,No,Open
VUL0493,CVE-2024-38795,Weak SMB Configuration,Medium,5.6,FIN-IOT-003,No,Open
VUL0494,CVE-2025-24086,Buffer Overflow,High,8.5,SALES-CLD-003,Yes,Open
VUL0495,CVE-2019-44616,Denial of Service,Medium,5.5,ENG-WKS-006,Yes,Mitigated
VUL0496,CVE-2024-46606,Buffer Overflow,High,8.6,LEG-WKS-013,Yes,Patched
VUL0497,CVE-2022-2548,Privilege Escalation Flaw,High,8.4,SALES-SRV-001,Yes,Open
VUL0498,CVE-2023-49824,Hardcoded Credentials,Medium,6.7,MKT-SRV-013,Yes,Open
VUL0499,CVE-2021-49336,Server-Side Request Forgery (SSRF),Medium,6.4,SALES-CLD-005,No,Mitigated
VUL0500,CVE-2020-22447,Insecure Deserialization,Critical,9.0,FIN-NET-003,No,Open
VUL0501,CVE-2023-33788,SQL Injection Vulnerability,High,8.9,SUP-LAP-003,Yes,Open
VUL0502,CVE-2025-37772,Information Disclosure,Medium,4.5,FIN-SRV-012,Yes,Patched
VUL0503,CVE-2025-38296,Hardcoded Credentials,Medium,6.6,HR-CLD-002,Yes,Open
VUL0504,CVE-2023-47816,Authentication Bypass,High,8.7,SUP-WKS-003,Yes,Open
VUL0505,CVE-2024-29722,SQL Injection Vulnerability,High,8.2,HR-SRV-006,Yes,Patched
VUL0506,CVE-2020-28542,Authentication Bypass,High,8.7,IT-SRV-008,Yes,Patched
VUL0507,CVE-2025-23295,Information Disclosure,Medium,5.9,ENG-WKS-004,Yes,Open
VUL0508,CVE-2025-12498,Denial of Service,Medium,6.5,MKT-SRV-002,No,Patched
VUL0509,CVE-2019-31300,Authentication Bypass,High,8.1,IT-MOB-002,No,Open
VUL0510,CVE-2019-30007,Remote Code Execution,Critical,9.8,FIN-LAP-007,Yes,Open
VUL0511,CVE-2022-12245,Authentication Bypass,Critical,9.8,IT-IOT-001,Yes,Patched
VUL0512,CVE-2020-15921,Information Disclosure,Medium,6.2,LEG-MOB-003,Yes,Open
VUL0513,CVE-2020-42615,Authentication Bypass,High,8.5,LEG-SRV-002,Yes,Open
VUL0514,CVE-2023-20407,Information Disclosure,Medium,5.0,MKT-SRV-007,No,Patched
VUL0515,CVE-2022-19159,Weak SMB Configuration,Medium,6.0,OPS-WKS-014,Yes,Open
VUL0516,CVE-2020-16264,Remote Code Execution,Critical,9.0,SUP-SRV-003,No,Open
VUL0517,CVE-2021-49106,Server-Side Request Forgery (SSRF),Medium,6.8,IT-SRV-013,Yes,Open
VUL0518,CVE-2020-31493,Unpatched Third-Party Library,Medium,5.5,ENG-NET-008,Yes,Patched
VUL0519,CVE-2024-45458,Missing Encryption of Sensitive Data,Medium,6.9,LEG-SRV-008,Yes,Patched
VUL0520,CVE-2024-49929,SQL Injection Vulnerability,Critical,9.7,SALES-NET-002,Yes,Patched
VUL0521,CVE-2022-22405,Denial of Service,Medium,5.9,ENG-CLD-002,Yes,Open
VUL0522,CVE-2020-19720,Buffer Overflow,High,7.3,IT-SRV-001,Yes,Mitigated
VUL0523,CVE-2022-33486,Improper Input Validation,Medium,5.1,FIN-CLD-001,Yes,Patched
VUL0524,CVE-2021-42888,Weak SMB Configuration,Medium,5.2,OPS-WKS-008,Yes,Patched
VUL0525,CVE-2025-18078,SQL Injection Vulnerability,High,8.0,MKT-SRV-006,Yes,Mitigated
VUL0526,CVE-2024-36320,SQL Injection Vulnerability,High,7.8,SALES-LAP-012,Yes,Patched
VUL0527,CVE-2024-25724,SQL Injection Vulnerability,High,7.2,HR-LAP-002,Yes,Mitigated
VUL0528,CVE-2020-21389,Denial of Service,Medium,5.5,OPS-MOB-002,Yes,Patched
VUL0529,CVE-2024-8019,Privilege Escalation Flaw,High,8.6,OPS-IOT-001,No,Open
VUL0530,CVE-2025-13644,Cross-Site Scripting (XSS),Medium,6.2,MKT-NET-006,Yes,Open
VUL0531,CVE-2025-47457,Information Disclosure,Medium,5.5,SUP-LAP-007,Yes,Open
VUL0532,CVE-2019-3556,SQL Injection Vulnerability,High,7.9,IT-MOB-004,Yes,Open
VUL0533,CVE-2020-8019,Information Disclosure,Medium,4.5,FIN-WKS-009,Yes,Accepted Risk
VUL0534,CVE-2021-8922,Server-Side Request Forgery (SSRF),Medium,6.8,ENG-NET-005,Yes,Open
VUL0535,CVE-2019-45124,Information Disclosure,Medium,4.4,SALES-NET-003,No,Patched
VUL0536,CVE-2024-4862,Cross-Site Request Forgery (CSRF),Medium,5.3,ENG-NET-007,No,Patched
VUL0537,CVE-2023-38728,SQL Injection Vulnerability,High,8.3,ENG-WKS-001,Yes,Open
