event_id,timestamp,source_ip,destination_ip,event_type,protocol,username,source_country,destination_country,device_name,os,event_status,severity,failed_login_attempts,malware_detected,vulnerability_id,cvss_score,asset_name,department,technique_id,technique_name,tactic,threat_confidence,risk_level,year,month,day,hour,day_of_week,is_weekend,severity_score,malware_flag,status_flag,login_risk
EVT002534,2025-08-01 02:05:00,210.133.90.210,10.0.0.89,Failed Login,SSH,alex,India,India,Device-120,Windows 11,Failed,Medium,5,No,CVE-2024-2201,5.9,Finance-PC-02,Finance,T1078,Valid Accounts,Defense Evasion,40,Medium,2025,8,1,2,Friday,False,2,0,0,High
EVT002535,2025-08-05 14:40:00,4.149.137.122,10.0.9.140,Port Scan,HTTPS,alice,India,India,Device-56,Windows 11,Failed,Low,0,Yes,CVE-2024-2201,5.9,Finance-PC-02,Finance,T1046,Network Service Discovery,Discovery,32,Medium,2025,8,5,14,Tuesday,False,1,1,0,Low
EVT002536,2025-08-06 05:05:00,65.219.124.58,10.0.10.196,USB Device Connected,HTTPS,john,India,India,Device-61,Windows 11,Detected,High,0,No,CVE-2023-1234,5.4,Finance-PC-02,Finance,T1200,Hardware Additions,Initial Access,60,High,2025,8,6,5,Wednesday,False,3,0,1,Low
EVT002537,2025-08-05 15:00:00,180.125.124.140,10.0.9.202,SQL Injection Attempt,SMB,john,India,India,Device-196,Linux,Failed,Critical,17,No,CVE-2024-2201,5.9,Database-01,IT,T1190,Exploit Public-Facing Application,Initial Access,85,Critical,2025,8,5,15,Tuesday,False,4,0,0,High
EVT002538,2025-08-01 21:25:00,26.121.139.102,10.0.6.100,Phishing Email,HTTP,root,India,India,Device-58,Windows 11,Failed,Low,0,No,CVE-2023-1234,5.4,Finance-PC-02,Finance,T1566,Phishing,Initial Access,18,Low,2025,8,1,21,Friday,False,1,0,0,Low
EVT002539,2025-08-05 17:00:00,23.97.231.219,10.0.1.57,Login Success,SSH,alex,India,India,Device-64,Windows 11,Success,Medium,6,No,CVE-2024-1045,9.5,Finance-PC-02,Finance,T1078,Valid Accounts,Defense Evasion,45,Medium,2025,8,5,17,Tuesday,False,2,0,0,High
EVT002540,2025-08-05 19:20:00,134.194.244.214,10.0.4.159,File Access,TCP,alex,India,India,Device-101,Linux,Blocked,Medium,0,No,CVE-2024-1045,9.5,Database-01,IT,T1083,File and Directory Discovery,Discovery,36,Medium,2025,8,5,19,Tuesday,False,2,0,1,Low
EVT002541,2025-08-05 02:45:00,207.157.119.142,10.0.9.71,Brute Force,HTTPS,john,India,India,Device-67,Windows 11,Failed,High,13,No,CVE-2024-1045,9.5,Finance-PC-02,Finance,T1110,Brute Force,Credential Access,66,High,2025,8,5,2,Tuesday,False,3,0,0,High
EVT002542,2025-08-05 18:55:00,51.53.64.141,10.0.2.14,Failed Login,TCP,root,India,India,Device-45,Windows 11,Detected,Critical,0,No,CVE-2024-1045,9.5,HR-PC-01,HR,T1078,Valid Accounts,Defense Evasion,78,Critical,2025,8,5,18,Tuesday,False,4,0,1,Low
EVT002543,2025-08-06 06:50:00,188.187.198.20,10.0.1.216,Brute Force,SSH,david,India,India,Device-60,Windows 11,Detected,High,0,No,CVE-2024-1045,9.5,HR-PC-01,HR,T1110,Brute Force,Credential Access,60,High,2025,8,6,6,Wednesday,False,3,0,1,Low
EVT002544,2025-08-04 20:00:00,148.148.223.57,10.0.6.40,Port Scan,TCP,david,India,India,Device-89,Linux,Detected,Medium,15,Yes,CVE-2024-1045,9.5,Database-01,IT,T1046,Network Service Discovery,Discovery,59,High,2025,8,4,20,Monday,False,2,1,1,High
EVT002545,2025-08-01 13:15:00,20.220.129.181,10.0.5.101,Malware Detection,HTTP,john,India,India,Device-113,Windows 11,Success,High,0,No,CVE-2023-1234,5.4,Finance-PC-02,Finance,T1059,Command and Scripting Interpreter,Execution,58,High,2025,8,1,13,Friday,False,3,0,0,Low
EVT002546,2025-08-04 01:05:00,90.136.147.13,10.0.9.35,USB Device Connected,TCP,david,India,India,Device-120,Windows 11,Success,Critical,0,No,CVE-2023-1234,5.4,HR-PC-01,HR,T1200,Hardware Additions,Initial Access,71,High,2025,8,4,1,Monday,False,4,0,0,Low
EVT002547,2025-08-01 11:35:00,127.94.202.169,10.0.1.166,Port Scan,HTTPS,alice,India,India,Device-69,Linux,Failed,High,0,No,CVE-2024-1045,9.5,Database-01,IT,T1046,Network Service Discovery,Discovery,58,High,2025,8,1,11,Friday,False,3,0,0,Low
EVT002548,2025-08-03 13:05:00,162.134.124.249,10.0.9.22,Login Success,SSH,john,India,India,Device-149,,Success,Low,6,No,CVE-2024-2201,5.9,Firewall,IT,T1078,Valid Accounts,Defense Evasion,28,Low,2025,8,3,13,Sunday,True,1,0,0,High
EVT002549,2025-08-03 13:00:00,114.7.157.151,10.0.3.5,Privilege Escalation,TCP,root,India,India,Device-96,Linux,Detected,Low,0,No,CVE-2024-1045,9.5,Database-01,IT,T1068,Exploitation for Privilege Escalation,Privilege Escalation,18,Low,2025,8,3,13,Sunday,True,1,0,1,Low
EVT002550,2025-08-01 09:50:00,93.254.62.43,10.0.10.14,Login Success,SMB,alice,India,India,Device-167,,Blocked,Critical,0,No,CVE-2023-1234,5.4,Firewall,IT,T1078,Valid Accounts,Defense Evasion,67,High,2025,8,1,9,Friday,False,4,0,1,Low
EVT002551,2025-08-03 04:15:00,104.140.134.53,10.0.10.228,Privilege Escalation,HTTP,david,India,India,Device-178,,Failed,Low,6,No,CVE-2023-1234,5.4,Firewall,IT,T1068,Exploitation for Privilege Escalation,Privilege Escalation,29,Low,2025,8,3,4,Sunday,True,1,0,0,High
EVT002552,2025-08-01 16:35:00,47.26.24.254,10.0.2.222,Phishing Email,HTTPS,alice,India,India,Device-57,,Success,Medium,3,No,CVE-2024-2201,5.9,Firewall,IT,T1566,Phishing,Initial Access,38,Medium,2025,8,1,16,Friday,False,2,0,0,Medium
EVT002553,2025-08-06 01:10:00,49.51.158.113,10.0.7.115,Malware Detection,TCP,admin,India,India,Device-54,Linux,Blocked,High,0,Yes,CVE-2023-1234,5.4,Database-01,IT,T1059,Command and Scripting Interpreter,Execution,60,High,2025,8,6,1,Wednesday,False,3,1,1,Low
EVT002554,2025-08-06 22:05:00,154.104.199.211,10.0.1.43,SQL Injection Attempt,HTTP,david,India,India,Device-32,,Success,Critical,0,No,CVE-2024-1045,9.5,Firewall,IT,T1190,Exploit Public-Facing Application,Initial Access,68,High,2025,8,6,22,Wednesday,False,4,0,0,Low
EVT002555,2025-08-01 10:50:00,217.117.121.113,10.0.4.63,Malware Detection,TCP,root,India,India,Device-19,,Success,Low,0,No,CVE-2024-1045,9.5,Firewall,IT,T1059,Command and Scripting Interpreter,Execution,24,Low,2025,8,1,10,Friday,False,1,0,0,Low
EVT002556,2025-08-06 23:15:00,91.172.76.43,10.0.7.210,Port Scan,SSH,alex,India,India,Device-17,Linux,Failed,High,15,No,CVE-2024-2201,5.9,Database-01,IT,T1046,Network Service Discovery,Discovery,64,High,2025,8,6,23,Wednesday,False,3,0,0,High
EVT002557,2025-08-04 06:20:00,18.77.137.246,10.0.5.42,Phishing Email,HTTP,john,India,India,Device-32,,Detected,High,0,No,CVE-2023-1234,5.4,Firewall,IT,T1566,Phishing,Initial Access,58,High,2025,8,4,6,Monday,False,3,0,1,Low
EVT002558,2025-08-02 20:55:00,204.65.8.141,10.0.5.137,Login Success,TCP,admin,India,India,Device-67,Linux,Blocked,High,0,No,CVE-2023-1234,5.4,Database-01,IT,T1078,Valid Accounts,Defense Evasion,59,High,2025,8,2,20,Saturday,True,3,0,1,Low
EVT002559,2025-08-01 11:30:00,48.228.39.215,10.0.8.248,Port Scan,HTTP,root,India,India,Device-8,Linux,Detected,High,0,No,CVE-2024-1045,9.5,WebServer,IT,T1046,Network Service Discovery,Discovery,48,Medium,2025,8,1,11,Friday,False,3,0,1,Low
EVT002560,2025-08-04 03:05:00,159.5.100.248,10.0.2.97,Login Success,HTTP,alice,India,India,Device-66,,Success,Low,1,No,CVE-2024-1045,9.5,Firewall,IT,T1078,Valid Accounts,Defense Evasion,20,Low,2025,8,4,3,Monday,False,1,0,0,Medium
EVT002561,2025-08-05 23:10:00,53.28.128.117,10.0.1.220,File Access,HTTP,david,India,India,Device-132,,Failed,High,0,No,CVE-2024-1045,9.5,Firewall,IT,T1083,File and Directory Discovery,Discovery,55,Medium,2025,8,5,23,Tuesday,False,3,0,0,Low
EVT002562,2025-08-05 10:00:00,92.123.156.133,10.0.3.80,File Access,TCP,alex,India,India,Device-35,Linux,Failed,Low,10,No,CVE-2024-1045,9.5,WebServer,IT,T1083,File and Directory Discovery,Discovery,31,Medium,2025,8,5,10,Tuesday,False,1,0,0,High
EVT002563,2025-08-01 07:30:00,173.226.7.13,10.0.2.10,SQL Injection Attempt,SSH,alex,India,India,Device-37,Linux,Blocked,High,0,No,CVE-2023-1234,5.4,WebServer,IT,T1190,Exploit Public-Facing Application,Initial Access,56,High,2025,8,1,7,Friday,False,3,0,1,Low
EVT002564,2025-08-01 10:55:00,202.135.31.121,10.0.8.253,Privilege Escalation,TCP,alice,India,India,Device-186,Linux,Blocked,Medium,0,No,CVE-2024-2201,5.9,Database-01,IT,T1068,Exploitation for Privilege Escalation,Privilege Escalation,35,Medium,2025,8,1,10,Friday,False,2,0,1,Low
EVT002565,2025-08-03 12:25:00,44.71.135.216,10.0.8.51,Privilege Escalation,SMB,alex,India,India,Device-193,Linux,Failed,Medium,0,No,CVE-2024-2201,5.9,Database-01,IT,T1068,Exploitation for Privilege Escalation,Privilege Escalation,35,Medium,2025,8,3,12,Sunday,True,2,0,0,Low
EVT002566,2025-08-02 20:15:00,44.35.63.215,10.0.2.138,USB Device Connected,HTTP,root,India,India,Device-137,Linux,Failed,High,0,Yes,CVE-2023-1234,5.4,WebServer,IT,T1200,Hardware Additions,Initial Access,63,High,2025,8,2,20,Saturday,True,3,1,0,Low
EVT002567,2025-08-02 10:50:00,54.154.34.111,10.0.2.36,Port Scan,TCP,david,India,India,Device-197,Linux,Blocked,Medium,0,No,CVE-2024-1045,9.5,Database-01,IT,T1046,Network Service Discovery,Discovery,40,Medium,2025,8,2,10,Saturday,True,2,0,1,Low
EVT002568,2025-08-02 18:05:00,33.144.134.61,10.0.8.174,Phishing Email,HTTP,david,India,India,Device-182,Windows 11,Detected,High,0,No,CVE-2024-1045,9.5,Finance-PC-02,Finance,T1566,Phishing,Initial Access,56,High,2025,8,2,18,Saturday,True,3,0,1,Low
EVT002569,2025-08-06 00:30:00,6.46.154.130,10.0.1.198,Privilege Escalation,TCP,root,India,India,Device-65,Linux,Detected,High,0,Yes,CVE-2023-1234,5.4,Database-01,IT,T1068,Exploitation for Privilege Escalation,Privilege Escalation,62,High,2025,8,6,0,Wednesday,False,3,1,1,Low
EVT002570,2025-08-06 19:20:00,201.182.72.100,10.0.5.144,Phishing Email,SMB,alex,India,India,Device-182,Windows 11,Success,Medium,0,No,CVE-2024-2201,5.9,Finance-PC-02,Finance,T1566,Phishing,Initial Access,42,Medium,2025,8,6,19,Wednesday,False,2,0,0,Low
EVT002571,2025-08-03 12:45:00,109.0.51.236,10.0.3.157,Failed Login,SMB,root,India,India,Device-91,Linux,Detected,Critical,0,No,CVE-2024-1045,9.5,Database-01,IT,T1078,Valid Accounts,Defense Evasion,76,Critical,2025,8,3,12,Sunday,True,4,0,1,Low
EVT002572,2025-08-06 15:50:00,111.136.46.34,10.0.5.243,Login Success,SMB,alex,India,India,Device-15,Windows 11,Blocked,High,0,No,CVE-2024-1045,9.5,HR-PC-01,HR,T1078,Valid Accounts,Defense Evasion,60,High,2025,8,6,15,Wednesday,False,3,0,1,Low
EVT002573,2025-08-03 00:10:00,117.203.192.74,10.0.3.178,Port Scan,TCP,alice,India,India,Device-79,Linux,Success,Critical,0,No,CVE-2024-1045,9.5,Database-01,IT,T1046,Network Service Discovery,Discovery,75,High,2025,8,3,0,Sunday,True,4,0,0,Low
EVT002574,2025-08-03 23:25:00,104.141.180.158,10.0.0.194,Port Scan,SMB,admin,India,India,Device-54,Windows 11,Detected,Medium,0,No,CVE-2024-1045,9.5,HR-PC-01,HR,T1046,Network Service Discovery,Discovery,35,Medium,2025,8,3,23,Sunday,True,2,0,1,Low
EVT002575,2025-08-02 09:50:00,204.132.6.24,10.0.9.132,SQL Injection Attempt,SMB,root,India,India,Device-92,Windows 11,Blocked,Medium,12,No,CVE-2024-2201,5.9,Finance-PC-02,Finance,T1190,Exploit Public-Facing Application,Initial Access,55,Medium,2025,8,2,9,Saturday,True,2,0,1,High
EVT002576,2025-08-05 00:00:00,220.169.35.55,10.0.6.5,USB Device Connected,HTTPS,root,India,India,Device-115,Windows 11,Detected,Medium,0,No,CVE-2023-1234,5.4,Finance-PC-02,Finance,T1200,Hardware Additions,Initial Access,34,Medium,2025,8,5,0,Tuesday,False,2,0,1,Low
EVT002577,2025-08-07 02:50:00,218.234.3.49,10.0.0.20,Port Scan,HTTPS,david,India,India,Device-55,,Failed,Critical,15,No,CVE-2023-1234,5.4,Firewall,IT,T1046,Network Service Discovery,Discovery,84,Critical,2025,8,7,2,Thursday,False,4,0,0,High
EVT002578,2025-08-04 18:30:00,16.77.233.107,10.0.4.111,Phishing Email,SSH,admin,India,India,Device-146,Linux,Blocked,High,5,No,CVE-2024-2201,5.9,WebServer,IT,T1566,Phishing,Initial Access,60,High,2025,8,4,18,Monday,False,3,0,1,High
EVT002579,2025-08-03 05:40:00,78.233.51.4,10.0.5.32,Malware Detection,SMB,admin,India,India,Device-41,Linux,Failed,Critical,0,No,CVE-2024-2201,5.9,Database-01,IT,T1059,Command and Scripting Interpreter,Execution,78,Critical,2025,8,3,5,Sunday,True,4,0,0,Low
EVT002580,2025-08-05 01:10:00,90.136.147.13,10.0.5.238,Port Scan,HTTP,john,India,India,Device-152,Linux,Blocked,Critical,0,No,CVE-2024-1045,9.5,WebServer,IT,T1046,Network Service Discovery,Discovery,73,High,2025,8,5,1,Tuesday,False,4,0,1,Low
EVT002581,2025-08-01 18:25:00,156.1.20.254,10.0.9.33,Port Scan,HTTPS,alice,India,India,Device-86,Windows 11,Success,High,0,No,CVE-2023-1234,5.4,Finance-PC-02,Finance,T1046,Network Service Discovery,Discovery,52,Medium,2025,8,1,18,Friday,False,3,0,0,Low
EVT002582,2025-08-06 13:15:00,210.232.87.18,10.0.8.15,Phishing Email,HTTP,admin,India,India,Device-160,Linux,Success,High,0,No,CVE-2024-1045,9.5,WebServer,IT,T1566,Phishing,Initial Access,54,Medium,2025,8,6,13,Wednesday,False,3,0,0,Low
EVT002583,2025-08-04 03:25:00,22.125.183.190,10.0.3.166,Phishing Email,SMB,root,India,India,Device-155,Windows 11,Failed,Low,0,No,CVE-2023-1234,5.4,HR-PC-01,HR,T1566,Phishing,Initial Access,15,Low,2025,8,4,3,Monday,False,1,0,0,Low
EVT002584,2025-08-03 19:20:00,201.5.196.244,10.0.1.191,Malware Detection,HTTP,alice,India,India,Device-91,,Success,Critical,0,No,CVE-2024-2201,5.9,Firewall,IT,T1059,Command and Scripting Interpreter,Execution,74,High,2025,8,3,19,Sunday,True,4,0,0,Low
EVT002585,2025-08-04 15:50:00,185.90.158.25,10.0.4.41,USB Device Connected,SSH,david,India,India,Device-62,,Success,High,0,No,CVE-2023-1234,5.4,Firewall,IT,T1200,Hardware Additions,Initial Access,52,Medium,2025,8,4,15,Monday,False,3,0,0,Low
EVT002586,2025-08-04 21:40:00,191.38.230.193,10.0.7.172,SQL Injection Attempt,SMB,david,India,India,Device-105,Windows 11,Success,High,0,No,CVE-2024-1045,9.5,Finance-PC-02,Finance,T1190,Exploit Public-Facing Application,Initial Access,55,Medium,2025,8,4,21,Monday,False,3,0,0,Low
EVT002587,2025-08-01 10:45:00,217.149.17.76,10.0.3.44,Malware Detection,TCP,alice,India,India,Device-31,Windows 11,Success,Medium,0,No,CVE-2023-1234,5.4,HR-PC-01,HR,T1059,Command and Scripting Interpreter,Execution,34,Medium,2025,8,1,10,Friday,False,2,0,0,Low
EVT002588,2025-08-05 06:20:00,168.65.232.14,10.0.0.155,Privilege Escalation,SSH,alex,India,India,Device-3,,Detected,Low,0,No,CVE-2024-2201,5.9,Firewall,IT,T1068,Exploitation for Privilege Escalation,Privilege Escalation,16,Low,2025,8,5,6,Tuesday,False,1,0,1,Low
EVT002589,2025-08-02 12:15:00,4.191.36.16,10.0.10.43,Failed Login,SSH,alex,India,India,Device-77,Linux,Failed,Medium,0,No,CVE-2024-2201,5.9,WebServer,IT,T1078,Valid Accounts,Defense Evasion,42,Medium,2025,8,2,12,Saturday,True,2,0,0,Low
EVT002590,2025-08-05 11:05:00,98.15.101.218,10.0.8.105,Brute Force,HTTPS,root,India,India,Device-99,,Success,Low,0,No,CVE-2023-1234,5.4,Firewall,IT,T1110,Brute Force,Credential Access,16,Low,2025,8,5,11,Tuesday,False,1,0,0,Low
EVT002591,2025-08-06 03:20:00,48.228.39.215,10.0.0.174,Brute Force,SSH,admin,India,India,Device-101,Linux,Success,Critical,0,No,CVE-2024-2201,5.9,Database-01,IT,T1110,Brute Force,Credential Access,66,High,2025,8,6,3,Wednesday,False,4,0,0,Low
EVT002592,2025-08-06 00:35:00,8.56.26.18,10.0.9.217,Privilege Escalation,TCP,root,India,India,Device-107,Windows 11,Blocked,Low,12,No,CVE-2024-1045,9.5,HR-PC-01,HR,T1068,Exploitation for Privilege Escalation,Privilege Escalation,31,Medium,2025,8,6,0,Wednesday,False,1,0,1,High
EVT002593,2025-08-04 10:50:00,69.97.210.203,10.0.6.34,Malware Detection,HTTP,alex,India,India,Device-195,Linux,Detected,Low,0,No,CVE-2024-1045,9.5,Database-01,IT,T1059,Command and Scripting Interpreter,Execution,18,Low,2025,8,4,10,Monday,False,1,0,1,Low
EVT002594,2025-08-04 06:00:00,147.120.0.75,10.0.6.92,USB Device Connected,SSH,david,India,India,Device-24,Linux,Success,Critical,0,No,CVE-2024-1045,9.5,WebServer,IT,T1200,Hardware Additions,Initial Access,67,High,2025,8,4,6,Monday,False,4,0,0,Low
EVT002595,2025-08-01 21:25:00,169.165.9.254,10.0.7.2,Login Success,HTTPS,david,India,India,Device-190,Windows 11,Detected,High,0,Yes,CVE-2023-1234,5.4,HR-PC-01,HR,T1078,Valid Accounts,Defense Evasion,61,High,2025,8,1,21,Friday,False,3,1,1,Low
EVT002596,2025-08-05 20:15:00,209.160.213.77,10.0.2.36,Port Scan,HTTP,alex,India,India,Device-57,,Detected,Medium,0,No,CVE-2024-2201,5.9,Firewall,IT,T1046,Network Service Discovery,Discovery,32,Medium,2025,8,5,20,Tuesday,False,2,0,1,Low
EVT002597,2025-08-02 16:40:00,220.56.66.26,10.0.4.75,Phishing Email,TCP,alex,India,India,Device-92,Windows 11,Detected,Critical,0,No,CVE-2023-1234,5.4,Finance-PC-02,Finance,T1566,Phishing,Initial Access,72,High,2025,8,2,16,Saturday,True,4,0,1,Low
EVT002598,2025-08-04 02:30:00,139.229.96.2,10.0.1.220,Brute Force,TCP,alice,India,India,Device-60,Windows 11,Failed,Medium,12,No,CVE-2024-1045,9.5,Finance-PC-02,Finance,T1110,Brute Force,Credential Access,54,Medium,2025,8,4,2,Monday,False,2,0,0,High
EVT002599,2025-08-02 18:35:00,195.92.129.217,10.0.10.154,Failed Login,SSH,root,India,India,Device-80,Windows 11,Success,Low,0,No,CVE-2023-1234,5.4,Finance-PC-02,Finance,T1078,Valid Accounts,Defense Evasion,24,Low,2025,8,2,18,Saturday,True,1,0,0,Low
EVT002600,2025-08-01 20:00:00,151.217.85.136,10.0.6.54,Failed Login,SSH,admin,India,India,Device-5,,Success,Medium,0,No,CVE-2023-1234,5.4,Firewall,IT,T1078,Valid Accounts,Defense Evasion,35,Medium,2025,8,1,20,Friday,False,2,0,0,Low
EVT002601,2025-08-04 22:25:00,70.246.114.193,10.0.8.87,Phishing Email,SMB,alice,India,India,Device-89,Linux,Blocked,Low,0,No,CVE-2023-1234,5.4,Database-01,IT,T1566,Phishing,Initial Access,23,Low,2025,8,4,22,Monday,False,1,0,1,Low
EVT002602,2025-08-01 08:05:00,116.65.32.168,10.0.5.60,Brute Force,SMB,john,India,India,Device-143,Windows 11,Blocked,Medium,2,No,CVE-2024-2201,5.9,Finance-PC-02,Finance,T1110,Brute Force,Credential Access,35,Medium,2025,8,1,8,Friday,False,2,0,1,Medium
EVT002603,2025-08-05 16:15:00,179.229.98.231,10.0.3.100,Phishing Email,TCP,root,India,India,Device-17,Windows 11,Detected,Low,0,No,CVE-2023-1234,5.4,Finance-PC-02,Finance,T1566,Phishing,Initial Access,22,Low,2025,8,5,16,Tuesday,False,1,0,1,Low
EVT002604,2025-08-02 23:35:00,80.105.33.73,10.0.3.34,Privilege Escalation,HTTPS,root,India,India,Device-152,,Failed,High,0,No,CVE-2024-2201,5.9,Firewall,IT,T1068,Exploitation for Privilege Escalation,Privilege Escalation,55,Medium,2025,8,2,23,Saturday,True,3,0,0,Low
EVT002605,2025-08-01 00:00:00,80.115.66.61,10.0.2.231,File Access,HTTP,alex,India,India,Device-84,Linux,Detected,High,4,No,CVE-2024-2201,5.9,WebServer,IT,T1083,File and Directory Discovery,Discovery,63,High,2025,8,1,0,Friday,False,3,0,1,Medium
EVT002606,2025-08-04 04:40:00,77.5.213.240,10.0.2.178,SQL Injection Attempt,HTTP,john,India,India,Device-7,Windows 11,Failed,Low,0,No,CVE-2024-2201,5.9,HR-PC-01,HR,T1190,Exploit Public-Facing Application,Initial Access,21,Low,2025,8,4,4,Monday,False,1,0,0,Low
EVT002607,2025-08-01 07:00:00,45.249.180.69,10.0.7.109,Brute Force,HTTP,alice,India,India,Device-104,,Success,Critical,0,No,CVE-2023-1234,5.4,Firewall,IT,T1110,Brute Force,Credential Access,72,High,2025,8,1,7,Friday,False,4,0,0,Low
EVT002608,2025-08-02 17:25:00,90.17.240.5,10.0.3.113,Port Scan,HTTPS,admin,India,India,Device-148,Windows 11,Success,High,0,No,CVE-2023-1234,5.4,Finance-PC-02,Finance,T1046,Network Service Discovery,Discovery,51,Medium,2025,8,2,17,Saturday,True,3,0,0,Low
EVT002609,2025-08-05 10:00:00,42.88.216.211,10.0.5.9,Login Success,HTTP,john,India,India,Device-186,Linux,Blocked,High,10,No,CVE-2024-1045,9.5,Database-01,IT,T1078,Valid Accounts,Defense Evasion,69,High,2025,8,5,10,Tuesday,False,3,0,1,High
EVT002610,2025-08-01 09:20:00,76.153.31.84,10.0.1.131,Brute Force,HTTP,alex,India,India,Device-173,,Success,Low,0,No,CVE-2024-1045,9.5,Firewall,IT,T1110,Brute Force,Credential Access,22,Low,2025,8,1,9,Friday,False,1,0,0,Low
EVT002611,2025-08-06 05:50:00,119.166.85.166,10.0.8.89,Failed Login,HTTPS,david,India,India,Device-115,Linux,Blocked,Medium,4,No,CVE-2024-2201,5.9,WebServer,IT,T1078,Valid Accounts,Defense Evasion,48,Medium,2025,8,6,5,Wednesday,False,2,0,1,Medium
EVT002612,2025-08-01 00:30:00,218.234.3.49,10.0.8.99,Malware Detection,HTTP,john,India,India,Device-41,Linux,Blocked,Low,0,No,CVE-2024-2201,5.9,WebServer,IT,T1059,Command and Scripting Interpreter,Execution,24,Low,2025,8,1,0,Friday,False,1,0,1,Low
EVT002613,2025-08-02 13:00:00,93.170.77.83,10.0.8.45,Malware Detection,SMB,root,India,India,Device-190,,Success,Low,0,No,CVE-2024-1045,9.5,Firewall,IT,T1059,Command and Scripting Interpreter,Execution,14,Low,2025,8,2,13,Saturday,True,1,0,0,Low
EVT002614,2025-08-05 15:05:00,61.78.35.178,10.0.10.30,Port Scan,SSH,root,India,India,Device-90,,Blocked,High,0,No,CVE-2023-1234,5.4,Firewall,IT,T1046,Network Service Discovery,Discovery,55,Medium,2025,8,5,15,Tuesday,False,3,0,1,Low
EVT002615,2025-08-02 23:25:00,107.201.220.161,10.0.1.54,Phishing Email,TCP,alice,India,India,Device-91,Linux,Failed,Critical,0,No,CVE-2024-2201,5.9,WebServer,IT,T1566,Phishing,Initial Access,67,High,2025,8,2,23,Saturday,True,4,0,0,Low
EVT002616,2025-08-01 15:15:00,173.182.167.27,10.0.3.157,Failed Login,SMB,alice,India,India,Device-37,Windows 11,Success,Medium,2,No,CVE-2023-1234,5.4,Finance-PC-02,Finance,T1078,Valid Accounts,Defense Evasion,41,Medium,2025,8,1,15,Friday,False,2,0,0,Medium
EVT002617,2025-08-03 06:00:00,96.164.143.102,10.0.5.38,File Access,SSH,john,India,India,Device-61,Linux,Failed,High,0,No,CVE-2023-1234,5.4,WebServer,IT,T1083,File and Directory Discovery,Discovery,60,High,2025,8,3,6,Sunday,True,3,0,0,Low
EVT002618,2025-08-02 16:30:00,138.144.106.33,10.0.2.94,Privilege Escalation,SMB,root,India,India,Device-61,,Detected,High,10,No,CVE-2024-2201,5.9,Firewall,IT,T1068,Exploitation for Privilege Escalation,Privilege Escalation,63,High,2025,8,2,16,Saturday,True,3,0,1,High
EVT002619,2025-08-06 06:20:00,164.243.89.215,10.0.9.145,Brute Force,HTTPS,david,India,India,Device-74,Windows 11,Blocked,High,4,No,CVE-2024-2201,5.9,HR-PC-01,HR,T1110,Brute Force,Credential Access,62,High,2025,8,6,6,Wednesday,False,3,0,1,Medium
EVT002620,2025-08-02 23:00:00,137.213.77.52,10.0.9.98,Failed Login,SMB,alex,India,India,Device-72,Windows 11,Detected,High,3,No,CVE-2024-1045,9.5,HR-PC-01,HR,T1078,Valid Accounts,Defense Evasion,64,High,2025,8,2,23,Saturday,True,3,0,1,Medium
EVT002621,2025-08-05 22:20:00,52.250.60.237,10.0.3.215,Malware Detection,TCP,david,India,India,Device-179,,Detected,Medium,0,No,CVE-2024-2201,5.9,Firewall,IT,T1059,Command and Scripting Interpreter,Execution,41,Medium,2025,8,5,22,Tuesday,False,2,0,1,Low
EVT002622,2025-08-06 13:45:00,110.42.52.201,10.0.7.239,Malware Detection,SMB,alice,India,India,Device-61,Windows 11,Success,High,0,Yes,CVE-2023-1234,5.4,HR-PC-01,HR,T1059,Command and Scripting Interpreter,Execution,63,High,2025,8,6,13,Wednesday,False,3,1,0,Low
EVT002623,2025-08-03 17:00:00,72.129.177.74,10.0.7.230,Privilege Escalation,SMB,david,India,India,Device-196,Linux,Detected,Critical,0,No,CVE-2023-1234,5.4,Database-01,IT,T1068,Exploitation for Privilege Escalation,Privilege Escalation,67,High,2025,8,3,17,Sunday,True,4,0,1,Low
EVT002624,2025-08-06 16:25:00,13.79.98.3,10.0.1.176,Login Success,HTTPS,alex,India,India,Device-74,Linux,Blocked,Medium,0,No,CVE-2023-1234,5.4,Database-01,IT,T1078,Valid Accounts,Defense Evasion,42,Medium,2025,8,6,16,Wednesday,False,2,0,1,Low
EVT002625,2025-08-03 08:35:00,17.166.49.24,10.0.2.118,Port Scan,TCP,alex,India,India,Device-189,,Failed,Low,0,No,CVE-2023-1234,5.4,Firewall,IT,T1046,Network Service Discovery,Discovery,23,Low,2025,8,3,8,Sunday,True,1,0,0,Low
EVT002626,2025-08-07 00:35:00,25.3.223.41,10.0.6.19,Phishing Email,HTTPS,root,India,India,Device-32,Windows 11,Failed,High,0,No,CVE-2023-1234,5.4,Finance-PC-02,Finance,T1566,Phishing,Initial Access,55,Medium,2025,8,7,0,Thursday,False,3,0,0,Low
EVT002627,2025-08-01 13:20:00,113.46.190.179,10.0.2.100,File Access,TCP,alice,India,India,Device-152,,Blocked,High,0,No,CVE-2024-1045,9.5,Firewall,IT,T1083,File and Directory Discovery,Discovery,60,High,2025,8,1,13,Friday,False,3,0,1,Low
